learner_skill_id,learner_id,skill_id,skill_name,mastery_score,mastery_band,confidence_score,evidence_strength,source
LSK01885,LRN0210,SK045,Docker Fundamentals,0.477,competent,0.51,0.7,diagnostic_and_practice
LSK01886,LRN0210,SK047,Kubernetes Basics,0.707,proficient,0.597,0.63,diagnostic_and_practice
LSK01887,LRN0210,SK048,CI/CD Pipelines,0.872,advanced,0.811,0.53,diagnostic_and_practice
LSK01888,LRN0210,SK001,Python Basics,0.188,novice,0.193,0.75,diagnostic_and_practice
LSK01889,LRN0210,SK002,Git & Version Control,0.269,developing,0.311,0.34,diagnostic_and_practice
LSK01890,LRN0210,SK008,Problem Solving (DSA Practice),0.617,competent,0.673,0.77,diagnostic_and_practice
LSK01891,LRN0211,SK012,SQL Basics,0.136,novice,0.253,0.83,diagnostic_and_practice
LSK01892,LRN0211,SK019,Advanced SQL,0.257,developing,0.323,0.86,diagnostic_and_practice
LSK01893,LRN0211,SK013,Excel for Data Analysis,0.491,competent,0.455,0.67,diagnostic_and_practice
LSK01894,LRN0211,SK016,Data Visualization,0.698,proficient,0.655,0.85,diagnostic_and_practice
LSK01895,LRN0211,SK011,Descriptive Statistics,0.889,advanced,0.917,0.61,diagnostic_and_practice
LSK01896,LRN0211,SK018,Exploratory Data Analysis,0.07,novice,0.05,0.36,diagnostic_and_practice
LSK01897,LRN0211,SK001,Python Basics,0.428,developing,0.354,0.34,diagnostic_and_practice
LSK01898,LRN0211,SK002,Git & Version Control,0.56,competent,0.596,0.57,diagnostic_and_practice
LSK01899,LRN0211,SK008,Problem Solving (DSA Practice),0.78,proficient,0.772,0.45,diagnostic_and_practice
LSK01900,LRN0212,SK003,Python Data Structures,0.255,developing,0.363,0.54,diagnostic_and_practice
LSK01901,LRN0212,SK017,Inferential Statistics,0.641,competent,0.564,0.38,diagnostic_and_practice
LSK01902,LRN0212,SK021,ML Foundations,0.801,proficient,0.879,0.81,diagnostic_and_practice
LSK01903,LRN0212,SK022,Regression Techniques,0.86,advanced,0.923,0.53,diagnostic_and_practice
LSK01904,LRN0212,SK023,Classification Techniques,0.127,novice,0.144,0.52,diagnostic_and_practice
LSK01905,LRN0212,SK024,Model Evaluation,0.318,developing,0.201,0.88,diagnostic_and_practice
LSK01906,LRN0212,SK001,Python Basics,0.557,competent,0.67,0.67,diagnostic_and_practice
LSK01907,LRN0212,SK002,Git & Version Control,0.662,proficient,0.72,0.8,diagnostic_and_practice
LSK01908,LRN0212,SK008,Problem Solving (DSA Practice),0.868,advanced,0.969,0.77,diagnostic_and_practice
LSK01909,LRN0213,SK021,ML Foundations,0.569,competent,0.498,0.85,diagnostic_and_practice
LSK01910,LRN0213,SK025,Feature Engineering,0.697,proficient,0.723,0.74,diagnostic_and_practice
LSK01911,LRN0213,SK027,Neural Networks,0.917,advanced,0.98,0.57,diagnostic_and_practice
LSK01912,LRN0213,SK028,Deep Learning,0.072,novice,0.05,0.58,diagnostic_and_practice
LSK01913,LRN0213,SK050,Model Deployment,0.368,developing,0.302,0.37,diagnostic_and_practice
LSK01914,LRN0213,SK024,Model Evaluation,0.601,competent,0.525,0.38,diagnostic_and_practice
LSK01915,LRN0213,SK001,Python Basics,0.823,proficient,0.777,0.89,diagnostic_and_practice
LSK01916,LRN0213,SK002,Git & Version Control,0.872,advanced,0.885,0.71,diagnostic_and_practice
LSK01917,LRN0213,SK008,Problem Solving (DSA Practice),0.112,novice,0.158,0.75,diagnostic_and_practice
LSK01918,LRN0214,SK031,HTML & CSS,0.686,proficient,0.743,0.54,diagnostic_and_practice
LSK01919,LRN0214,SK032,JavaScript Basics,0.965,advanced,0.873,0.7,diagnostic_and_practice
LSK01920,LRN0214,SK035,React Fundamentals,0.194,novice,0.242,0.79,diagnostic_and_practice
LSK01921,LRN0214,SK036,Node.js Basics,0.351,developing,0.316,0.88,diagnostic_and_practice
LSK01922,LRN0214,SK037,REST API Design,0.555,competent,0.654,0.55,diagnostic_and_practice
LSK01923,LRN0214,SK034,Database Design (RDBMS),0.767,proficient,0.798,0.49,diagnostic_and_practice
LSK01924,LRN0214,SK001,Python Basics,0.95,advanced,0.98,0.82,diagnostic_and_practice
LSK01925,LRN0214,SK002,Git & Version Control,0.096,novice,0.207,0.88,diagnostic_and_practice
LSK01926,LRN0214,SK008,Problem Solving (DSA Practice),0.434,developing,0.482,0.46,diagnostic_and_practice
LSK01927,LRN0215,SK019,Advanced SQL,0.957,advanced,0.98,0.66,diagnostic_and_practice
LSK01928,LRN0215,SK051,Data Modeling,0.14,novice,0.173,0.76,diagnostic_and_practice
LSK01929,LRN0215,SK053,ETL Fundamentals,0.397,developing,0.438,0.63,diagnostic_and_practice
LSK01930,LRN0215,SK057,Apache Spark Basics,0.609,competent,0.701,0.45,diagnostic_and_practice
LSK01931,LRN0215,SK054,Data Warehousing,0.798,proficient,0.749,0.72,diagnostic_and_practice
LSK01932,LRN0215,SK060,Data Pipeline Design,0.915,advanced,0.851,0.37,diagnostic_and_practice
LSK01933,LRN0215,SK001,Python Basics,0.142,novice,0.146,0.52,diagnostic_and_practice
LSK01934,LRN0215,SK002,Git & Version Control,0.358,developing,0.356,0.35,diagnostic_and_practice
LSK01935,LRN0215,SK008,Problem Solving (DSA Practice),0.629,competent,0.525,0.48,diagnostic_and_practice
LSK01936,LRN0216,SK041,Linux Fundamentals,0.138,novice,0.05,0.4,diagnostic_and_practice
LSK01937,LRN0216,SK042,Cloud Computing Basics,0.378,developing,0.436,0.81,diagnostic_and_practice
LSK01938,LRN0216,SK044,AWS Core Services,0.494,competent,0.379,0.46,diagnostic_and_practice
LSK01939,LRN0216,SK045,Docker Fundamentals,0.752,proficient,0.815,0.78,diagnostic_and_practice
LSK01940,LRN0216,SK047,Kubernetes Basics,0.947,advanced,0.841,0.38,diagnostic_and_practice
LSK01941,LRN0216,SK048,CI/CD Pipelines,0.231,novice,0.226,0.32,diagnostic_and_practice
LSK01942,LRN0216,SK001,Python Basics,0.358,developing,0.463,0.73,diagnostic_and_practice
LSK01943,LRN0216,SK002,Git & Version Control,0.545,competent,0.644,0.66,diagnostic_and_practice
LSK01944,LRN0216,SK008,Problem Solving (DSA Practice),0.749,proficient,0.736,0.42,diagnostic_and_practice
LSK01945,LRN0217,SK012,SQL Basics,0.429,developing,0.486,0.4,diagnostic_and_practice
LSK01946,LRN0217,SK019,Advanced SQL,0.641,competent,0.62,0.88,diagnostic_and_practice
LSK01947,LRN0217,SK013,Excel for Data Analysis,0.711,proficient,0.6,0.38,diagnostic_and_practice
LSK01948,LRN0217,SK016,Data Visualization,0.869,advanced,0.949,0.61,diagnostic_and_practice
LSK01949,LRN0217,SK011,Descriptive Statistics,0.054,novice,0.07,0.33,diagnostic_and_practice
LSK01950,LRN0217,SK018,Exploratory Data Analysis,0.401,developing,0.429,0.34,diagnostic_and_practice
LSK01951,LRN0217,SK001,Python Basics,0.583,competent,0.579,0.87,diagnostic_and_practice
LSK01952,LRN0217,SK002,Git & Version Control,0.827,proficient,0.811,0.5,diagnostic_and_practice
LSK01953,LRN0217,SK008,Problem Solving (DSA Practice),0.946,advanced,0.834,0.47,diagnostic_and_practice
LSK01954,LRN0218,SK003,Python Data Structures,0.59,competent,0.601,0.5,diagnostic_and_practice
LSK01955,LRN0218,SK017,Inferential Statistics,0.663,proficient,0.596,0.87,diagnostic_and_practice
LSK01956,LRN0218,SK021,ML Foundations,0.936,advanced,0.835,0.46,diagnostic_and_practice
LSK01957,LRN0218,SK022,Regression Techniques,0.161,novice,0.065,0.76,diagnostic_and_practice
LSK01958,LRN0218,SK023,Classification Techniques,0.375,developing,0.353,0.83,diagnostic_and_practice
LSK01959,LRN0218,SK024,Model Evaluation,0.586,competent,0.635,0.61,diagnostic_and_practice
LSK01960,LRN0218,SK001,Python Basics,0.825,proficient,0.722,0.7,diagnostic_and_practice
LSK01961,LRN0218,SK002,Git & Version Control,0.911,advanced,0.961,0.71,diagnostic_and_practice
LSK01962,LRN0218,SK008,Problem Solving (DSA Practice),0.098,novice,0.202,0.9,diagnostic_and_practice
LSK01963,LRN0219,SK021,ML Foundations,0.817,proficient,0.914,0.4,diagnostic_and_practice
LSK01964,LRN0219,SK025,Feature Engineering,0.945,advanced,0.913,0.34,diagnostic_and_practice
LSK01965,LRN0219,SK027,Neural Networks,0.115,novice,0.099,0.39,diagnostic_and_practice
LSK01966,LRN0219,SK028,Deep Learning,0.313,developing,0.37,0.73,diagnostic_and_practice
LSK01967,LRN0219,SK050,Model Deployment,0.602,competent,0.54,0.41,diagnostic_and_practice
LSK01968,LRN0219,SK024,Model Evaluation,0.847,proficient,0.832,0.36,diagnostic_and_practice
LSK01969,LRN0219,SK001,Python Basics,0.93,advanced,0.841,0.46,diagnostic_and_practice
LSK01970,LRN0219,SK002,Git & Version Control,0.171,novice,0.217,0.35,diagnostic_and_practice
LSK01971,LRN0219,SK008,Problem Solving (DSA Practice),0.418,developing,0.384,0.59,diagnostic_and_practice
LSK01972,LRN0220,SK031,HTML & CSS,0.877,advanced,0.797,0.71,diagnostic_and_practice
LSK01973,LRN0220,SK032,JavaScript Basics,0.088,novice,0.05,0.39,diagnostic_and_practice
LSK01974,LRN0220,SK035,React Fundamentals,0.423,developing,0.432,0.36,diagnostic_and_practice
LSK01975,LRN0220,SK036,Node.js Basics,0.506,competent,0.442,0.61,diagnostic_and_practice
LSK01976,LRN0220,SK037,REST API Design,0.735,proficient,0.853,0.45,diagnostic_and_practice
LSK01977,LRN0220,SK034,Database Design (RDBMS),0.882,advanced,0.87,0.81,diagnostic_and_practice
LSK01978,LRN0220,SK001,Python Basics,0.071,novice,0.05,0.38,diagnostic_and_practice
LSK01979,LRN0220,SK002,Git & Version Control,0.32,developing,0.258,0.62,diagnostic_and_practice
LSK01980,LRN0220,SK008,Problem Solving (DSA Practice),0.639,competent,0.583,0.65,diagnostic_and_practice
LSK01981,LRN0221,SK019,Advanced SQL,0.069,novice,0.05,0.77,diagnostic_and_practice
LSK01982,LRN0221,SK051,Data Modeling,0.296,developing,0.409,0.73,diagnostic_and_practice
LSK01983,LRN0221,SK053,ETL Fundamentals,0.543,competent,0.502,0.35,diagnostic_and_practice
LSK01984,LRN0221,SK057,Apache Spark Basics,0.713,proficient,0.603,0.42,diagnostic_and_practice
LSK01985,LRN0221,SK054,Data Warehousing,0.879,advanced,0.815,0.45,diagnostic_and_practice
LSK01986,LRN0221,SK060,Data Pipeline Design,0.117,novice,0.05,0.71,diagnostic_and_practice
LSK01987,LRN0221,SK001,Python Basics,0.404,developing,0.395,0.61,diagnostic_and_practice
LSK01988,LRN0221,SK002,Git & Version Control,0.551,competent,0.62,0.38,diagnostic_and_practice
LSK01989,LRN0221,SK008,Problem Solving (DSA Practice),0.686,proficient,0.765,0.83,diagnostic_and_practice
LSK01990,LRN0222,SK041,Linux Fundamentals,0.319,developing,0.361,0.61,diagnostic_and_practice
LSK01991,LRN0222,SK042,Cloud Computing Basics,0.61,competent,0.718,0.86,diagnostic_and_practice
LSK01992,LRN0222,SK044,AWS Core Services,0.786,proficient,0.734,0.33,diagnostic_and_practice
LSK01993,LRN0222,SK045,Docker Fundamentals,0.9,advanced,0.98,0.7,diagnostic_and_practice
LSK01994,LRN0222,SK047,Kubernetes Basics,0.246,novice,0.24,0.73,diagnostic_and_practice
LSK01995,LRN0222,SK048,CI/CD Pipelines,0.424,developing,0.32,0.86,diagnostic_and_practice
LSK01996,LRN0222,SK001,Python Basics,0.531,competent,0.63,0.52,diagnostic_and_practice
LSK01997,LRN0222,SK002,Git & Version Control,0.823,proficient,0.731,0.33,diagnostic_and_practice
LSK01998,LRN0222,SK008,Problem Solving (DSA Practice),0.901,advanced,0.94,0.67,diagnostic_and_practice
LSK01999,LRN0223,SK012,SQL Basics,0.621,competent,0.711,0.78,diagnostic_and_practice
LSK02000,LRN0223,SK019,Advanced SQL,0.74,proficient,0.765,0.88,diagnostic_and_practice
LSK02001,LRN0223,SK013,Excel for Data Analysis,0.905,advanced,0.957,0.37,diagnostic_and_practice
LSK02002,LRN0223,SK016,Data Visualization,0.19,novice,0.274,0.41,diagnostic_and_practice
LSK02003,LRN0223,SK011,Descriptive Statistics,0.39,developing,0.391,0.32,diagnostic_and_practice
LSK02004,LRN0223,SK018,Exploratory Data Analysis,0.621,competent,0.581,0.78,diagnostic_and_practice
LSK02005,LRN0223,SK001,Python Basics,0.772,proficient,0.88,0.66,diagnostic_and_practice
LSK02006,LRN0223,SK002,Git & Version Control,0.86,advanced,0.771,0.65,diagnostic_and_practice
LSK02007,LRN0223,SK008,Problem Solving (DSA Practice),0.244,novice,0.154,0.67,diagnostic_and_practice
LSK02008,LRN0224,SK003,Python Data Structures,0.779,proficient,0.712,0.49,diagnostic_and_practice
LSK02009,LRN0224,SK017,Inferential Statistics,0.938,advanced,0.918,0.37,diagnostic_and_practice
LSK02010,LRN0224,SK021,ML Foundations,0.206,novice,0.153,0.89,diagnostic_and_practice
LSK02011,LRN0224,SK022,Regression Techniques,0.275,developing,0.287,0.89,diagnostic_and_practice
LSK02012,LRN0224,SK023,Classification Techniques,0.646,competent,0.67,0.59,diagnostic_and_practice
LSK02013,LRN0224,SK024,Model Evaluation,0.656,proficient,0.615,0.66,diagnostic_and_practice
LSK02014,LRN0224,SK001,Python Basics,0.904,advanced,0.813,0.71,diagnostic_and_practice
LSK02015,LRN0224,SK002,Git & Version Control,0.139,novice,0.124,0.71,diagnostic_and_practice
LSK02016,LRN0224,SK008,Problem Solving (DSA Practice),0.265,developing,0.285,0.88,diagnostic_and_practice
LSK02017,LRN0225,SK021,ML Foundations,0.881,advanced,0.96,0.82,diagnostic_and_practice
LSK02018,LRN0225,SK025,Feature Engineering,0.092,novice,0.05,0.66,diagnostic_and_practice
LSK02019,LRN0225,SK027,Neural Networks,0.383,developing,0.361,0.85,diagnostic_and_practice
LSK02020,LRN0225,SK028,Deep Learning,0.593,competent,0.695,0.55,diagnostic_and_practice
LSK02021,LRN0225,SK050,Model Deployment,0.801,proficient,0.904,0.54,diagnostic_and_practice
LSK02022,LRN0225,SK024,Model Evaluation,0.899,advanced,0.98,0.61,diagnostic_and_practice
LSK02023,LRN0225,SK001,Python Basics,0.091,novice,0.086,0.61,diagnostic_and_practice
LSK02024,LRN0225,SK002,Git & Version Control,0.255,developing,0.346,0.69,diagnostic_and_practice
LSK02025,LRN0225,SK008,Problem Solving (DSA Practice),0.573,competent,0.617,0.75,diagnostic_and_practice
LSK02026,LRN0226,SK031,HTML & CSS,0.158,novice,0.21,0.85,diagnostic_and_practice
LSK02027,LRN0226,SK032,JavaScript Basics,0.328,developing,0.332,0.84,diagnostic_and_practice
LSK02028,LRN0226,SK035,React Fundamentals,0.463,competent,0.48,0.61,diagnostic_and_practice
LSK02029,LRN0226,SK036,Node.js Basics,0.835,proficient,0.923,0.32,diagnostic_and_practice
LSK02030,LRN0226,SK037,REST API Design,0.857,advanced,0.796,0.37,diagnostic_and_practice
LSK02031,LRN0226,SK034,Database Design (RDBMS),0.105,novice,0.05,0.66,diagnostic_and_practice
LSK02032,LRN0226,SK001,Python Basics,0.342,developing,0.313,0.31,diagnostic_and_practice
LSK02033,LRN0226,SK002,Git & Version Control,0.569,competent,0.688,0.46,diagnostic_and_practice
LSK02034,LRN0226,SK008,Problem Solving (DSA Practice),0.685,proficient,0.637,0.67,diagnostic_and_practice
LSK02035,LRN0227,SK019,Advanced SQL,0.318,developing,0.208,0.58,diagnostic_and_practice
LSK02036,LRN0227,SK051,Data Modeling,0.578,competent,0.534,0.78,diagnostic_and_practice
LSK02037,LRN0227,SK053,ETL Fundamentals,0.653,proficient,0.662,0.35,diagnostic_and_practice
LSK02038,LRN0227,SK057,Apache Spark Basics,0.92,advanced,0.98,0.36,diagnostic_and_practice
LSK02039,LRN0227,SK054,Data Warehousing,0.065,novice,0.088,0.55,diagnostic_and_practice
LSK02040,LRN0227,SK060,Data Pipeline Design,0.377,developing,0.434,0.53,diagnostic_and_practice
LSK02041,LRN0227,SK001,Python Basics,0.498,competent,0.447,0.76,diagnostic_and_practice
LSK02042,LRN0227,SK002,Git & Version Control,0.678,proficient,0.769,0.42,diagnostic_and_practice
LSK02043,LRN0227,SK008,Problem Solving (DSA Practice),0.863,advanced,0.841,0.9,diagnostic_and_practice
LSK02044,LRN0228,SK041,Linux Fundamentals,0.453,competent,0.463,0.41,diagnostic_and_practice
LSK02045,LRN0228,SK042,Cloud Computing Basics,0.707,proficient,0.743,0.89,diagnostic_and_practice
LSK02046,LRN0228,SK044,AWS Core Services,0.919,advanced,0.874,0.74,diagnostic_and_practice
LSK02047,LRN0228,SK045,Docker Fundamentals,0.179,novice,0.272,0.61,diagnostic_and_practice
LSK02048,LRN0228,SK047,Kubernetes Basics,0.311,developing,0.294,0.83,diagnostic_and_practice
LSK02049,LRN0228,SK048,CI/CD Pipelines,0.479,competent,0.572,0.62,diagnostic_and_practice
LSK02050,LRN0228,SK001,Python Basics,0.816,proficient,0.898,0.88,diagnostic_and_practice
LSK02051,LRN0228,SK002,Git & Version Control,0.933,advanced,0.948,0.46,diagnostic_and_practice
LSK02052,LRN0228,SK008,Problem Solving (DSA Practice),0.242,novice,0.341,0.7,diagnostic_and_practice
LSK02053,LRN0229,SK012,SQL Basics,0.754,proficient,0.855,0.89,diagnostic_and_practice
LSK02054,LRN0229,SK019,Advanced SQL,0.902,advanced,0.973,0.37,diagnostic_and_practice
LSK02055,LRN0229,SK013,Excel for Data Analysis,0.09,novice,0.158,0.84,diagnostic_and_practice
LSK02056,LRN0229,SK016,Data Visualization,0.445,developing,0.519,0.64,diagnostic_and_practice
LSK02057,LRN0229,SK011,Descriptive Statistics,0.556,competent,0.664,0.82,diagnostic_and_practice
LSK02058,LRN0229,SK018,Exploratory Data Analysis,0.68,proficient,0.685,0.87,diagnostic_and_practice
LSK02059,LRN0229,SK001,Python Basics,0.927,advanced,0.971,0.41,diagnostic_and_practice
LSK02060,LRN0229,SK002,Git & Version Control,0.202,novice,0.133,0.82,diagnostic_and_practice
LSK02061,LRN0229,SK008,Problem Solving (DSA Practice),0.438,developing,0.444,0.52,diagnostic_and_practice
LSK02062,LRN0230,SK003,Python Data Structures,0.934,advanced,0.922,0.61,diagnostic_and_practice
LSK02063,LRN0230,SK017,Inferential Statistics,0.069,novice,0.05,0.5,diagnostic_and_practice
LSK02064,LRN0230,SK021,ML Foundations,0.382,developing,0.292,0.44,diagnostic_and_practice
LSK02065,LRN0230,SK022,Regression Techniques,0.569,competent,0.587,0.78,diagnostic_and_practice
LSK02066,LRN0230,SK023,Classification Techniques,0.76,proficient,0.737,0.57,diagnostic_and_practice
LSK02067,LRN0230,SK024,Model Evaluation,0.9,advanced,0.98,0.84,diagnostic_and_practice
LSK02068,LRN0230,SK001,Python Basics,0.141,novice,0.112,0.32,diagnostic_and_practice
LSK02069,LRN0230,SK002,Git & Version Control,0.262,developing,0.165,0.6,diagnostic_and_practice
LSK02070,LRN0230,SK008,Problem Solving (DSA Practice),0.58,competent,0.6,0.38,diagnostic_and_practice
LSK02071,LRN0231,SK021,ML Foundations,0.074,novice,0.071,0.33,diagnostic_and_practice
LSK02072,LRN0231,SK025,Feature Engineering,0.408,developing,0.485,0.83,diagnostic_and_practice
LSK02073,LRN0231,SK027,Neural Networks,0.467,competent,0.352,0.62,diagnostic_and_practice
LSK02074,LRN0231,SK028,Deep Learning,0.764,proficient,0.758,0.41,diagnostic_and_practice
LSK02075,LRN0231,SK050,Model Deployment,0.859,advanced,0.912,0.69,diagnostic_and_practice
LSK02076,LRN0231,SK024,Model Evaluation,0.24,novice,0.323,0.41,diagnostic_and_practice
LSK02077,LRN0231,SK001,Python Basics,0.285,developing,0.19,0.39,diagnostic_and_practice
LSK02078,LRN0231,SK002,Git & Version Control,0.595,competent,0.536,0.87,diagnostic_and_practice
LSK02079,LRN0231,SK008,Problem Solving (DSA Practice),0.826,proficient,0.74,0.3,diagnostic_and_practice
LSK02080,LRN0232,SK031,HTML & CSS,0.349,developing,0.258,0.34,diagnostic_and_practice
LSK02081,LRN0232,SK032,JavaScript Basics,0.51,competent,0.451,0.53,diagnostic_and_practice
LSK02082,LRN0232,SK035,React Fundamentals,0.669,proficient,0.754,0.61,diagnostic_and_practice
LSK02083,LRN0232,SK036,Node.js Basics,0.895,advanced,0.844,0.37,diagnostic_and_practice
LSK02084,LRN0232,SK037,REST API Design,0.168,novice,0.176,0.74,diagnostic_and_practice
LSK02085,LRN0232,SK034,Database Design (RDBMS),0.251,developing,0.258,0.34,diagnostic_and_practice
LSK02086,LRN0232,SK001,Python Basics,0.631,competent,0.578,0.35,diagnostic_and_practice
LSK02087,LRN0232,SK002,Git & Version Control,0.755,proficient,0.655,0.34,diagnostic_and_practice
LSK02088,LRN0232,SK008,Problem Solving (DSA Practice),0.902,advanced,0.98,0.59,diagnostic_and_practice
LSK02089,LRN0233,SK019,Advanced SQL,0.603,competent,0.614,0.83,diagnostic_and_practice
LSK02090,LRN0233,SK051,Data Modeling,0.663,proficient,0.551,0.43,diagnostic_and_practice
LSK02091,LRN0233,SK053,ETL Fundamentals,0.956,advanced,0.885,0.39,diagnostic_and_practice
LSK02092,LRN0233,SK057,Apache Spark Basics,0.2,novice,0.093,0.48,diagnostic_and_practice
LSK02093,LRN0233,SK054,Data Warehousing,0.388,developing,0.376,0.62,diagnostic_and_practice
LSK02094,LRN0233,SK060,Data Pipeline Design,0.588,competent,0.691,0.53,diagnostic_and_practice
LSK02095,LRN0233,SK001,Python Basics,0.729,proficient,0.72,0.68,diagnostic_and_practice
LSK02096,LRN0233,SK002,Git & Version Control,0.955,advanced,0.98,0.56,diagnostic_and_practice
LSK02097,LRN0233,SK008,Problem Solving (DSA Practice),0.079,novice,0.089,0.38,diagnostic_and_practice
